Condition,Geometry Number,Location,Stenosis Percentage,Length,Width,R_scale,R_micro,R_total,P_d/P_a,CFR,CFR/FFR,discord,HMR,BMR/HMR,HSR,P_Loss_Coeff,Average Flow,Max Flow,v_distal,Q_distal,WSS_LMB,WSS_Bif,WSS_LE,WSS_TE,WSS_min,WSS_LE_min,WSS_TE_min,WSS_Area_Bifur,WSS_LE_Area,WSS_TE_Area,WSS_Area_Bifur_min,WSS_LE_Area_min,WSS_TE_Area_min,source
Non-hyperemic,64,LAD,1.971887809965851002e-01,0.9,0.43,0.24,0.0,0.24,,,,,8.768307490141263,,0.07448678355683279,,2.2500520919540223,3.393414,12.535497307942688,1.1908722442545554,72.792531,366.918236,188.5161329201262,42.66136280754607,24.810330483028675,2.6254508319050465,17.62139846876595,0.05975985054440484,0.02247909046932198,0.0,0.0002543316588637258,0.0,0.0,mine
Non-hyperemic,63,LAD,1.117331976597892851e-01,2.5,0.5800000000000001,0.24,0.0,0.24,,,,,7.888227221197462,,0.11854769166597216,,2.228377022988506,3.360724,13.841561576044196,1.3149483497241987,72.850399,377.025144,198.57981142278047,48.73507364773995,0.8192913884124853,0.8192913884124853,23.725751984088014,0.057276879141809386,0.02138990385691378,0.0,0.0003422491755730598,0.0006451034072246663,0.0,mine
Non-hyperemic,55,LCX,5.958056491849160752e-01,2.5,0.75,0.24,0.0,0.24,0.9328587626050047,,,,9.47622686284129,,0.6820385066975688,2.247874002804799,2.2358238965517243,3.371955,9.693691,0.542846696,226.982911,449.229216,197.961036936793,149.57568647165894,0.11143475623108139,6.1950882820929065,1.2690942528145766,0.1749489084648591,0.020718959035474042,0.05915989125179497,0.0006084150866351757,0.0,0.030088842235479397,mine
Non-hyperemic,52,LCX,4.576971761490250534e-01,1.2,0.735,0.24,0.0,0.24,0.9608383292486502,,,,9.877119303375704,,0.40256980009641363,2.028356808707746,2.227022563218391,3.358682,9.485029,0.5311616240000001,211.371272,605.776948,248.97232241422256,194.99762711790942,0.6553636678925154,2.7629290496779992,1.6405372212851388,0.19711839965903227,0.0327838534994658,0.09606447117322885,0.0011561980064187136,0.0,0.06376669898757775,mine
Non-hyperemic,9,LAD,5.583999396986579766e-01,1.2,0.78,0.24,0.0,0.24,0.9231933104831737,,,,7.19919996013136,,0.598950089681615,,2.2399745977011496,3.378215,,,,,293.215572390981,271.2835409558809,8.342805702361414,1.4097864526869799,3.084397620129963,0.2066367096268743,0.09792086055574589,0.07173460594374977,0.004004778844411725,0.006394600196336071,0.0009562334837220995,mine
Non-hyperemic,7,LAD,4.813122844963170222e-01,1.7,0.71,0.24,0.0,0.24,0.9455677266847731,,,,7.804836912952551,,0.4492909434590241,,2.2346099310344827,3.370125,,,,,214.35709021676396,284.34897046370054,0.5730638614908028,4.830902876811994,1.913321991859252,0.24746934579453617,0.04769830308653248,0.11420437121924885,0.0012579418812578,0.0,0.007936993801925772,mine
Non-hyperemic,1,LAD,4.528590858545522568e-01,1.2,0.6799999999999999,0.24,0.0,0.24,0.9647781113941406,,,,7.977153506003446,,0.29122801280626165,1.7886028499351205,2.227648701149425,3.359626,11.91748397702665,1.1321609778175319,73.296575,502.17770099999996,216.27901319144493,155.28285220997938,0.938689646812314,4.909217474778357,0.3938445925995353,0.21310696412245836,0.07798544697716997,0.05596339514277292,0.0017793265176564972,0.0,0.00634588597096732,mine
Non-hyperemic,6,LAD,4.813122844963169111e-01,1.5,0.71,0.24,0.0,0.24,0.9492537556593142,,,,8.067110786061132,,0.4312604218126099,1.967352131939675,2.210532298850574,3.333812,11.693425450243307,1.1108754177731142,73.222563,544.47041,222.24316959668704,257.1140475267293,2.023638888638396,6.7074905998226955,0.6070373220630126,0.24881352636097065,0.04990438326697317,0.08787465570191969,0.0021995647281918998,0.0,0.005448232521066383,mine
Non-hyperemic,8,LAD,4.813122844963170222e-01,2.0,0.71,0.24,0.0,0.24,0.9420958672358588,,,,7.458188926498674,,0.4584034139191364,1.9614118018434537,2.2229496896551715,3.352539,12.600573771302383,1.1970545082737263,73.935341,486.440241,183.27597524981385,292.1908383218902,0.463671018790445,3.9321621593859106,2.8385851167314207,0.24504527047705912,0.04597185432934013,0.1315565336079811,0.0007950191236881267,0.0,0.007730966904337427,mine
Non-hyperemic,70,LAD,3.088178607003733145e-01,2.0,0.745,0.24,0.0,0.24,,,,,8.675130947896852,,0.14928628813336775,,2.22492116091954,3.355512,12.588602321184784,1.1959172205125546,72.029876,426.53857400000004,214.9669252229425,67.4989193616136,0.8775820638263713,0.8775820638263713,,0.0924217482974152,0.0338048880100131,0.0,0.0009033320989799214,0.0007959298943752502,0.0,mine
Non-hyperemic,48,LCX,3.025495305936860557e-01,0.9,0.61,0.24,0.0,0.24,0.9889002870717984,,,,8.659774615464519,,0.09719990327761374,1.3457569147434612,2.230621333333334,3.364109,11.027147857112574,0.6175202799983042,82.268671,442.209096,224.7735732943216,51.99510656124145,0.21485570837454285,6.147477707417214,0.17542850312406932,0.12979330500764247,0.0270761424666818,0.0,0.024261561833250796,0.0,0.08795381073548944,mine
