Condition,Geometry Number,Location,Stenosis Percentage,Length,Width,R_scale,R_micro,R_total,P_d/P_a,CFR,CFR/FFR,discord,HMR,BMR/HMR,HSR,P_Loss_Coeff,Average Flow,Max Flow,v_distal,Q_distal,WSS_LMB,WSS_Bif,WSS_LE,WSS_TE,WSS_min,WSS_LE_min,WSS_TE_min,WSS_Area_Bifur,WSS_LE_Area,WSS_TE_Area,WSS_Area_Bifur_min,WSS_LE_Area_min,WSS_TE_Area_min,source
Non-hyperemic,67,LAD,0.204844196,2.5,0.58,0.24,0,0.24,,,,,8.060677783,,0.133065967,,2.223087149,3.352746,13.53297131,1.285632274,71.475381,366.422265,189.0129241,52.21464232,0.8826351,1.066928892,20.36203515,0.057863626,0.02191691,0,0.000368874,0.000375892,0,arnav
Non-hyperemic,68,LAD,0.298227399,0.9,0.745,0.24,0,0.24,,,,,8.838165018,,0.087663361,,2.24105246,3.379841,12.41084712,1.179030477,73.545153,364.141066,189.0840634,44.93173025,22.23639751,1.427549341,7.490161473,0.086822468,0.031276489,0,0.000184175,0,0,arnav
Non-hyperemic,69,LAD,0.309043569,1.66,0.9,0.24,0,0.24,,,,,8.912150083,,0.168306285,,2.239550782,3.377576,12.24362466,1.163144342,73.336331,387.809052,209.0199299,74.91711559,0.891921852,0.891921852,1.413784456,0.190018215,0.022371351,0.003205486,0,0,0.040024862,arnav
Non-hyperemic,70,LAD,0.308817861,2,0.745,0.24,0,0.24,,,,,8.675130948,,0.149286288,,2.224921161,3.355512,12.58860232,1.195917221,72.029876,426.538574,214.9669252,67.49891936,0.877582064,0.877582064,,0.092421748,0.033804888,0,0.000903332,0.00079593,0,arnav
Non-hyperemic,71,LAD,0.309043569,2.5,0.9,0.24,0,0.24,,,,,8.208855608,,0.204685857,,2.237115667,3.373904,13.24723795,1.258487605,71.583933,355.292851,175.0657491,79.99429625,0.310947842,0.310947842,6.53666571,0.149427842,0.022710771,0.033225852,0.000212498,0.000155757,0,arnav
Non-hyperemic,72,LAD,0.391611736,0.9,0.745,0.24,0,0.24,,,,,9.541164439,,0.115186519,,2.232931563,3.367593,11.49621956,1.092140858,75.189997,377.714905,191.2636187,49.2381602,14.75646729,1.987439787,4.533511021,0.134986585,0.026867772,0,0.0006643,0,0,arnav
Non-hyperemic,73,LAD,0.405814788,1.66,0.9,0.24,0,0.24,,,,,9.160319948,,0.227169362,,2.219674172,3.347599,11.93078828,1.133424886,72.406544,390.679194,209.0196941,99.18711282,0.246412273,1.711367872,0.171016013,0.210978117,0.025235538,0.021577149,8.37E-05,0,0.074832882,arnav
Non-hyperemic,74,LAD,0.405814788,2,0.9,0.24,0,0.24,,,,,8.891377453,,0.24069153,,2.231377793,3.36525,12.27923745,1.166527558,72.971077,370.916834,190.5919117,112.3626765,0.146369168,2.405232266,0.146369168,0.228243531,0.03278732,0.068729556,0.000295366,0,0.066417277,arnav
Non-hyperemic,75,LAD,0.405814788,2.5,0.9,0.24,0,0.24,,,,,8.567901035,,0.280620228,,2.245895218,3.387144,12.6839117,1.204971612,72.216948,366.609876,187.1420216,107.9405303,0.013657156,1.468880879,1.13419575,0.177575358,0.024964987,0.081430909,0.000188159,0,0.031330061,arnav
Non-hyperemic,76,LAD,0.498005877,0.9,0.69,0.24,0,0.24,,,,,8.132169965,,0.29003145,,2.248368218,3.390874,13.42973512,1.275824837,72.48829,665.184074,199.8676326,104.8572272,1.041271049,0.907250969,0.361974136,0.16249426,0.09096958,0.020380428,0.00627617,0.003388432,0.014466866,arnav
Non-hyperemic,77,LAD,0.482932816,1.66,0.69,0.24,0,0.24,,,,,7.471140466,,0.48051928,,2.247051184,3.388888,,,72.580563,566.905208,161.6608834,324.3907782,0.438597187,2.584809052,3.729310139,0.229658994,0.057975335,0.122357199,0.000321417,0,0.003470911,arnav
Non-hyperemic,78,LAD,0.482932816,2,0.69,0.24,0,0.24,,,,,7.340950666,,0.534755505,,2.229771816,3.362828,14.77891213,1.403996652,71.80109,542.181737,183.1358258,315.6286895,0.560194547,2.256168036,1.999948934,0.222439386,0.045397023,0.127859231,0.000391449,0,0.007327893,arnav
Non-hyperemic,79,LAD,0.494455723,2.5,0.69,0.24,0,0.24,,,,,7.157022503,,0.654279226,,2.241343759,3.38028,,,72.702594,529.12075,191.4719877,273.3357389,0.078762465,1.624677052,1.844848494,0.183619066,0.022770164,0.112028902,0.000496851,0.000541257,0.014772357,arnav
Non-hyperemic,80,LAD,0.618260863,0.9,0.79,0.24,0,0.24,,,,,7.550864252,,0.652374045,,2.23876723,3.376394,,,72.621974,1206.01578,213.791421,139.6714286,9.067810785,2.791949396,0.219201944,0.174002516,0.108896453,0.076136857,0.000228845,0,0.030072966,arnav
Non-hyperemic,81,LAD,0.618260863,1.66,0.79,0.24,0,0.24,,,,,6.372913727,,1.086174182,,2.229768621,3.362823,,,72.3069,960.441831,195.4836795,607.1107878,0.901674834,4.054002395,3.881930642,0.198955511,0.057997652,0.123455719,0.000544392,0.000144977,0.000294784,arnav
Non-hyperemic,82,LAD,0.618260863,2,0.79,0.24,0,0.24,,,,,6.207329362,,1.190741327,,2.239165701,3.376995,,,72.869805,925.797219,192.9398286,664.7859391,0.701580762,0.89316955,3.369008542,0.191637325,0.023873221,0.126703371,0.000139195,0,0.001734462,arnav
Non-hyperemic,83,LAD,0.618260863,2.5,0.79,0.24,0,0.24,,,,,5.916585869,,1.348599452,,2.245067172,3.385896,,,73.738332,852.979215,184.6207185,573.2919857,0.500653447,2.553765859,2.021859216,0.185828171,0.021351976,0.115115582,0.0003392,0.000462585,0.004091229,arnav
Hyperemic,84,LAD,0.107557517,0.9,0.43,0.24,0,0.24,0.96035682,3.167164865,3.297904279,0,2.243043135,3.679783439,0.092592005,0.741683326,7.540075138,12.704771,42.21282728,4.010218591,1068.732764,1902.305428,900.4731888,183.8713694,81.25501416,5.294938493,52.91063063,0.910454563,0.233522831,0.303482863,0,0,0,arnav
Hyperemic,85,LAD,0.111733198,1.66,0.58,0.24,0,0.24,0.939570554,3.152406057,3.355156295,0,2.237341368,3.728491011,0.143896911,0.941928483,7.519632253,12.671243,41.36921383,3.930075314,947.585162,1885.374155,876.1074507,213.6075109,11.02711936,11.02711936,54.24575856,,0.277690914,0.269883511,0,0,0,arnav
Hyperemic,86,LAD,0.111377031,2,0.43,0.24,0,0.24,0.937620958,3.164430582,3.374957178,0,2.170643458,3.756206726,0.144410871,0.931799014,7.493182552,12.631045,42.4966948,4.037186006,949.370312,2003.333109,979.6508653,212.6642977,4.646975944,4.646975944,65.27433742,0.924852969,0.231332998,0.313194197,0,0,0,arnav
Hyperemic,87,LAD,0.111733198,2.5,0.58,0.24,0,0.24,0.919080649,3.18065428,3.460691162,0,2.054549106,3.839395805,0.180890306,1.014268018,7.489532218,12.616206,44.02522207,4.182396097,1040.859337,1941.872063,905.6923312,228.7479914,1.55194948,1.55194948,67.94763266,,0.259883873,0.300275006,0,0,0,arnav
Hyperemic,88,LAD,0.197188781,0.9,0.43,0.24,0,0.24,0.955572398,3.172653078,3.320159816,0,2.357370082,3.719529469,0.109601637,0.840807166,7.529893552,12.589395,39.77078412,3.778224492,1044.787504,1891.538202,852.1112578,,84.72044972,9.10442707,,,0.27031677,,,0,,arnav
Hyperemic,89,LAD,0.204844196,1.66,0.58,0.24,0,0.24,0.932418819,3.152125549,3.380589799,0,2.299125842,3.775228065,0.166639321,1.023522749,7.466100356,12.452738,39.70169225,3.771660764,947.215095,1932.360311,918.1260623,245.4314955,4.362939739,4.362939739,34.17916655,,0.272839522,0.238011048,,0,0,arnav
Hyperemic,90,LAD,0.204844196,2,0.58,0.24,0,0.24,0.927742771,3.143733332,3.388582944,0,2.212383998,3.836142508,0.172311487,1.029049801,7.431015115,12.107212,40.53392954,3.850723307,960.002738,1797.326989,814.4667631,247.9728486,7.873676305,7.873676305,35.96565057,,0.237581623,0.240318246,0,0,0,arnav
Hyperemic,91,LAD,0.204844196,2.5,0.58,0.24,0,0.24,0.910272573,3.166224055,3.47832523,0,2.082481476,3.870708035,0.205274454,1.080954381,7.447860241,12.426984,42.84841928,4.070599832,999.603756,1853.613765,856.0939946,259.123871,6.813019877,8.349790135,48.15929761,,0.265448142,0.233978022,0,0,0,arnav
Hyperemic,92,LAD,0.298227399,0.9,0.745,0.24,0,0.24,0.942689066,3.150224972,3.341743409,0,2.350780916,3.759671928,0.142916106,0.96349246,7.451273023,12.274321,39.09696053,3.71421125,1080.360693,1976.155823,882.3676985,264.7950133,31.29579155,3.099783261,3.203891347,,0.258000518,0.186875554,0.000208682,0,0.000661178,arnav
Hyperemic,93,LAD,0.309043569,1.66,0.9,0.24,0,0.24,0.886044388,3.189211522,3.59938121,0,2.23575253,3.986197024,0.287543774,1.267664916,7.324861253,12.241098,39.04750883,3.709513339,854.119079,1945.891685,917.5520625,430.0645836,1.7536832,9.163103881,3.909043777,0.916566429,0.278607453,0.211127367,0,0,0.000688442,arnav
Hyperemic,94,LAD,0.308817861,2,0.745,0.24,0,0.24,0.900714404,3.169211194,3.518552805,0,2.216615288,3.913683622,0.244337126,1.187615046,7.376683494,12.306007,39.89593939,3.790114242,1019.421368,1927.829155,953.3500624,388.5264911,0.369178938,14.46038771,,,0.242751913,0.215643486,0,0,0.007449043,arnav
Hyperemic,95,LAD,0.309043569,2.5,0.9,0.24,0,0.24,0.858090045,3.1614347,3.684269172,0,2.004980883,4.09423136,0.331581456,1.299134961,7.273192149,11.947408,41.88027773,3.978626384,947.325016,1745.855132,817.6658758,446.4925804,0.639824267,6.52774308,0.718528261,,0.259829334,0.195722599,0,0,0.022534019,arnav
Hyperemic,96,LAD,0.391611736,0.9,0.745,0.24,0,0.24,0.926318414,3.232685572,3.489821125,0,2.445656045,3.901269952,0.19453334,1.119429809,7.430936759,12.285924,37.16366309,3.530547994,1001.229248,1898.255739,895.7689062,338.0850954,4.08200339,7.018690654,0.510938158,,0.291046815,0.193373337,0,0,0.003639622,arnav
Hyperemic,97,LAD,0.405814788,1.66,0.9,0.24,0,0.24,0.849483843,3.237066162,3.810627111,0,2.167709265,4.22580652,0.384086491,1.398162597,7.189452103,11.819316,38.62075103,3.668971348,956.872246,1800.281676,825.1230003,603.2531883,0.683688322,11.24438304,5.910061844,0.915987847,0.278591463,0.207901898,0,0,0,arnav
Hyperemic,98,LAD,0.405814788,2,0.9,0.24,0,0.24,0.839146427,3.244385949,3.866292992,0,2.074949387,4.285105704,0.397741101,1.399850842,7.178217184,11.764026,39.83858546,3.784665618,904.389907,1779.039753,772.7755377,638.2716611,0.419260941,6.716936457,4.804038088,,0.253801718,0.210204485,0,0,0,arnav
Hyperemic,99,LAD,0.405814788,2.5,0.9,0.24,0,0.24,0.815711656,3.183694188,3.902965179,0,1.990080358,4.305304055,0.449605706,1.447201539,7.108032046,11.659506,40.38169596,3.836261116,847.591193,1732.2124,780.5529543,631.8463008,0.658035401,8.491129764,3.42896688,,0.258724209,0.191434881,0,0,0.00035535,arnav
Hyperemic,100,LAD,0.498005877,0.9,0.69,0.24,0,0.24,0.767591141,2.872566578,3.742313356,1,1.957754902,4.15382434,0.592762943,1.587097775,6.901138759,11.167432,38.57780826,3.664891785,905.946114,2780.484192,826.5679107,557.9601137,6.841795528,4.308568546,2.343825946,0.851986068,0.285738908,0.184884166,0.000363663,0,0.001186836,arnav
Hyperemic,101,LAD,0.482932816,1.66,0.69,0.24,0,0.24,0.680458125,2.9333189,4.310800021,1,1.612321247,4.633779081,0.757143072,1.657346,6.536936839,10.566863,41.91661782,3.982078693,817.744377,2187.223462,654.3807928,1344.240708,2.430251485,1.879681446,7.05816439,0.91272377,0.255625967,0.217407951,0,0,0,arnav
Hyperemic,102,LAD,0.482932816,2,0.69,0.24,0,0.24,0.660257884,2.800426604,4.241413353,1,1.552728815,4.727773837,0.798971715,1.686219023,6.343399793,10.37623,41.3872587,3.931789576,738.104042,2016.964564,627.5281644,1349.616545,0.635424601,4.108480374,6.304345123,0.906577278,0.235962933,0.194438056,0,0,0,arnav
Hyperemic,103,LAD,0.494455723,2.5,0.69,0.24,0,0.24,0.621438458,2.743903525,4.41540669,1,1.520510155,4.706987639,0.926248871,1.777821814,6.106729218,9.954753,38.85618488,3.691337564,688.197819,1822.759157,571.0289509,1117.701926,0.704884908,5.556452433,2.312529556,0.866457716,0.195485021,0.157149262,0,0,0.000506248,arnav
Hyperemic,104,LAD,0.618260863,0.9,0.79,0.24,0,0.24,0.609222657,2.801783965,4.598949058,1,1.731645437,4.360514048,1.110739719,1.908658452,6.229532207,9.86633,34.47530602,3.275154072,790.071542,3936.998691,680.2403064,586.509031,18.38869241,2.610195742,2.632548017,0.866758805,0.325768403,0.125882425,0,0,0,arnav
Hyperemic,105,LAD,0.618260863,1.66,0.79,0.24,0,0.24,0.485432042,2.540939204,5.234387069,1,1.302850696,4.891515003,1.381048557,1.974679124,5.636134655,8.970219,36.82002712,3.497902577,635.728847,2565.304714,546.8623969,1837.381556,2.146444544,1.166279123,4.240137628,0.869473135,0.257081643,0.185328316,0,0,0,arnav
Hyperemic,106,LAD,0.618260863,2,0.79,0.24,0,0.24,0.462105454,2.4896444,5.387610941,1,1.249151062,4.969238349,1.454022102,1.999481046,5.530506529,8.80037,36.61375251,3.478306488,666.986987,2353.279592,496.5907204,1760.576691,1.457703675,1.47325608,4.440677751,0.85110296,0.216319257,0.163913401,0.000304943,0.000777737,0,arnav
Hyperemic,107,LAD,0.618260863,2.5,0.79,0.24,0,0.24,0.431360887,2.568452652,5.954301211,1,1.180812516,5.010605656,1.556599595,2.0344759,5.381528793,8.583473,36.16223739,3.435412552,685.528138,2106.672789,471.207659,1337.225932,0.478601588,0.727648397,1.135698453,,0.153865984,0.143136736,6.86E-05,0.000173552,0.001761722,arnav
Hyperemic,108,LAD,1.22E-15,0.1,0.251,0.24,0.19,0.43,0.980196559,2.323783006,2.370731651,0,3.002204445,2.48642234,0.06065516,0.685127805,4.734063299,8.236356,31.498816,2.99238752,498.321819,996.795059,494.6262292,494.6262292,,9.536176425,1.6575513,0.528952374,0.111295593,0.104752781,0,0,0,mine
Hyperemic,109,LAD,1.22E-15,0.1,0.251,0.24,0.38,0.62,0.986463935,1.660956973,1.6837483,2,4.237119801,1.761750564,0.058140929,0.812579205,3.433080713,6.187513,22.514227,2.138851565,294.853569,604.115309,309.2447946,309.2447946,,7.440433689,2.04002935,0.211533759,0.07898146,0.06512601,0.000377859,0,0.000657815,mine
Hyperemic,110,LAD,1.22E-15,0.1,0.251,0.24,0.57,0.81,0.989896358,1.282190672,1.295277694,2,5.513633383,1.353870974,0.056276373,0.910829107,2.685654552,5.023058,17.38006,1.6511057,195.253419,397.139867,206.7972377,206.7972377,,6.018757244,1.179600778,0.059855229,0.042999373,0.032046885,0.000964896,0,0.001548386,mine
Hyperemic,111,LAD,0.452537445,1.2,0.63,0.24,0.19,0.43,0.888936018,2.242893051,2.523120905,0,3.21018398,2.484952126,0.401081526,1.576793796,4.541062805,7.626985,26.729642,2.53931599,518.472116,1168.753391,562.3598072,440.4952307,2.629587146,0.864396537,1.230036382,0.607542861,0.222234373,0.172200101,0.000131007,0.000297206,0.000103918,mine
Hyperemic,112,LAD,0.452537445,1.2,0.63,0.24,0.38,0.62,0.931800286,1.607056073,1.724678664,2,4.705911519,1.695134614,0.344431981,1.655442143,3.350131,5.813001,19.152065,1.819446175,312.921526,741.765313,361.7055176,260.8487921,2.007972451,3.923985131,0.518234994,0.388515019,0.144280766,0.101876726,0.000310061,0,0.001462971,mine
Hyperemic,113,LAD,0.452537445,1.2,0.63,0.24,0.57,0.81,0.952862945,1.240123337,1.30147084,2,6.242037757,1.277972645,0.30878657,1.720563226,2.643248655,4.750686,14.77915,1.40401925,208.856477,513.944442,249.0546131,167.6615493,1.229649448,5.251371486,1.301874644,0.223212608,0.085769739,0.060018108,0.001544707,0,0.003996547,mine
Hyperemic,114,LAD,0.58834017,2.5,0.78,0.24,0.19,0.43,0.656405016,1.811554436,2.759811995,3,2.526625462,2.575320024,1.322561247,2.123620717,3.876016977,6.152654,25.023575,2.377239625,327.242436,1376.376872,349.4313958,951.4213387,1.329577339,3.196109474,1.382820795,0.553093642,0.102440004,0.143300257,0.000150235,0.000321462,0.004102829,mine
Hyperemic,115,LAD,0.58834017,2.5,0.78,0.24,0.38,0.62,0.755624005,1.383854618,1.831406374,3,3.825090444,1.701102037,1.237070658,2.211560352,2.993484184,4.872295,19.115622,1.81598409,214.731895,971.537636,241.1292802,646.247176,0.701665076,2.835247261,1.451679227,0.293184269,0.07525076,0.13167678,0.000170861,0,0.005448595,mine
Hyperemic,116,LAD,0.58834017,2.5,0.78,0.24,0.57,0.81,0.816638184,1.102034972,1.349477644,2,5.194848558,1.252561855,1.166412354,2.284913047,2.427707345,4.038931,15.222758,1.44616201,150.960787,720.038195,173.4451885,439.7971542,0.349053615,5.967180364,1.373748097,0.218111984,0.041019288,0.120246876,0.000420154,0,0.010032207,mine
Hyperemic,117,LCX,0.457697176,1.2,0.735,0.24,0,0.24,0.763350984,3.522942418,4.615101689,1,2.100031041,4.703320622,0.651037712,1.690216218,7.059453931,11.686998,33.415211,1.871251816,991.005678,2500.005758,1213.539762,768.5393228,9.496603665,2.369730802,0.487535984,,0.209933163,0.196872127,0,0,0.022345151,mine
Hyperemic,118,LCX,0.451465055,2.5,0.73,0.24,0,0.24,0.70943953,3.231956445,4.555647532,1,2.113886121,4.570457873,0.865770397,1.847557112,6.945683644,11.453645,30.931423,1.732159688,874.188541,2045.934931,1038.031569,630.0058383,0.430328828,26.41959737,1.165907588,0.936003412,0.188852738,0.119929399,0,0,0.001365352,mine
Hyperemic,119,LCX,0.608561873,1.2,0.875,0.24,0,0.24,0.514049467,3.129229395,6.087409088,1,1.39067935,5.774966662,1.314662139,1.986561397,6.350474195,10.372103,34.104135,1.90983156,1779.670692,3136.133889,1186.215508,1542.436489,8.802484091,12.39604111,0.486390846,0.947200336,0.226261151,0.15088814,0,0,0.070504498,mine
Hyperemic,120,LCX,0.595805649,2.5,0.75,0.24,0,0.24,0.678970878,3.186825328,4.693611213,1,2.026925405,4.675172968,0.958365231,1.892237897,6.868247402,11.318626,30.8921,1.7299576,914.854044,1912.970233,964.3158396,726.8516892,0.327363493,25.24045689,1.656416401,0.937500268,0.193199084,0.116557294,0,0,0.001111657,mine
Hyperemic,121,LCX,0.457697176,1.2,0.735,0.24,0.19,0.43,0.877188221,2.174830462,2.479320183,0,4.008498588,2.464044601,0.561214605,1.835219174,4.581854529,7.788293,20.62833,1.15518648,565.700703,1386.37875,665.4031701,491.5476792,1.638946854,6.870066185,1.831640852,0.62455298,0.077677917,0.154282493,0,0,0.020510455,mine
Hyperemic,122,LCX,0.451465055,2.5,0.73,0.24,0.19,0.43,0.838074971,2.163918585,2.582010751,0,3.818394292,2.530233058,0.737754531,1.952290847,4.528423253,7.695016,20.709772,1.159747232,449.141663,1084.407466,548.8666493,353.5329824,0.253198707,5.417239644,1.328248834,0.617181042,0.065923842,0.10351866,0,0,0.005732753,mine
Hyperemic,123,LCX,0.608561873,1.2,0.875,0.24,0.19,0.43,0.681051022,2.008297325,2.948820661,1,2.930061857,2.74094107,1.37220297,2.197774987,4.224977908,6.96183,21.887575,1.2257042,1206.788435,2057.015504,621.2946191,1115.386859,6.907089399,7.840806655,0.042602657,0.585460054,0.070540377,0.136514805,0,0,0.112857731,mine
Hyperemic,124,LCX,0.595805649,2.5,0.75,0.24,0.19,0.43,0.816669847,2.150404835,2.633138523,0,3.683639222,2.572517636,0.826921851,1.999009348,4.482294414,7.438874,20.84536,1.16734016,468.670037,1050.020265,512.9793441,408.2856741,0.214514663,9.600489589,1.513917313,0.611857171,0.065047932,0.100835452,0,0,0.004664845,mine
Hyperemic,125,LCX,0.457697176,1.2,0.735,0.24,0.38,0.62,0.924385613,1.55514622,1.682356582,2,5.967330079,1.655199088,0.4881253,1.920275705,3.36261446,5.913179,14.750607,0.826033992,346.509969,882.263795,416.8823927,313.2730416,1.525052278,2.072413008,1.245438835,0.321731895,0.052071195,0.123283685,0.000514604,0,0.039848644,mine
Hyperemic,126,LCX,0.451465055,2.5,0.73,0.24,0.38,0.62,0.895336523,1.57338121,1.757307078,2,5.666777535,1.704924431,0.662437668,2.04393094,3.335200092,5.844595,15.058037,0.843250072,281.493904,679.507668,344.5178417,219.8723986,0.021831917,6.628635908,1.356920607,0.313715711,0.045776702,0.082567731,0.000190565,0,0.013293006,mine
Hyperemic,127,LCX,0.608561873,1.2,0.875,0.24,0.38,0.62,0.775927351,1.467390456,1.89114413,3,4.615169965,1.740158422,1.332770854,2.321394439,3.166301126,5.418461,15.992462,0.895577872,839.240191,1458.701919,377.0247416,802.3201541,5.593897735,3.855088455,0.168809014,0.233072132,0.046949613,0.123246025,7.68E-05,0,0.143815426,mine
Hyperemic,128,LCX,0.595805649,2.5,0.75,0.24,0.38,0.62,0.879720323,1.568656459,1.783130863,2,5.504247509,1.721620775,0.752567714,2.095082848,3.316625,5.793952,15.206071,0.851539976,317.585836,673.383898,321.0563474,240.9189523,0.125960864,8.183769725,1.387755482,0.305802238,0.044990892,0.082384705,0.000119654,0,0.012576345,mine
Hyperemic,129,LCX,0.457697176,1.2,0.735,0.24,0.57,0.81,0.948219933,1.207086979,1.273003169,2,7.928614434,1.245756038,0.432963046,1.978227882,2.648519494,4.571146,11.449255,0.64115828,224.259134,613.019994,274.0256534,202.701696,0.894933155,3.192591169,1.649327209,0.200342285,0.03564347,0.101798739,0.001054077,0,0.062115729,mine
Hyperemic,130,LCX,0.451465055,2.5,0.73,0.24,0.57,0.81,0.92623787,1.212227372,1.308764639,2,7.64066916,1.264473996,0.608474401,2.120278105,2.627006437,4.252008,11.601616,0.649690496,196.364575,445.741001,225.2497791,137.2098328,0.070537591,2.068287261,1.244547433,0.174453995,0.022024549,0.058071623,0.001022362,0,0.034624616,mine
Hyperemic,131,LCX,0.608561873,1.2,0.875,0.24,0.57,0.81,0.833986815,1.154409114,1.384205474,2,6.348011163,1.265140636,1.263633351,2.402445975,2.532210287,4.188278,12.581412,0.704559072,604.406671,1085.301748,244.362334,573.4925924,11.89213038,3.367063452,0.011730709,0.165683266,0.033448546,0.108991894,0.00083242,0,0.154583835,mine
Hyperemic,132,LCX,0.595805649,2.5,0.75,0.24,0.57,0.81,0.914461637,1.211283091,1.32458601,2,7.459666761,1.270328443,0.697774139,2.174534323,2.625982931,4.339854,11.741804,0.657541024,225.551613,456.903904,210.7046763,151.9770829,0.150415634,8.688619371,1.240755993,0.175199517,0.021516102,0.061966266,0.000679282,0,0.027830269,mine
Hyperemic,133,,,,,,,,0.25,1.071428571,4.285714284,3,1.4,1.632653061,,2.847810041,,,,,,,,,,,,,,,,,,garcia
Hyperemic,134,,,,,,,,0.265822785,0.93442623,3.515222482,3,3.684210526,1.290398126,,3.652330292,,,,,,,,,,,,,,,,,,garcia
Hyperemic,135,,,,,,,,0.272,1.302631579,4.789086688,3,3.434343434,1.494195046,,3.368423013,,,,,,,,,,,,,,,,,,garcia
Hyperemic,136,,,,,,,,0.277108434,1.007751938,3.636670034,3,1.769230769,2.409841591,,2.950916555,,,,,,,,,,,,,,,,,,garcia
Hyperemic,137,,,,,,,,0.311111111,1.075268817,3.456221199,3,2.8,2.073732719,,3.193043699,,,,,,,,,,,,,,,,,,garcia
Hyperemic,138,,,,,,,,0.323529412,1.333333333,4.121212117,3,3.3,1.696969697,,3.2395011,,,,,,,,,,,,,,,,,,garcia
Hyperemic,139,,,,,,,,0.333333333,0.91,2.730000003,3,2.197802198,1.0465,,3.084629216,,,,,,,,,,,,,,,,,,garcia
Hyperemic,140,,,,,,,,0.336633663,1.3125,3.898897063,3,1.619047619,2.007352941,,2.582288223,,,,,,,,,,,,,,,,,,garcia
Hyperemic,141,,,,,,,,0.346774194,1.214285714,3.501661124,3,2.529411765,1.524916944,,2.848239186,,,,,,,,,,,,,,,,,,garcia
Hyperemic,142,,,,,,,,0.352380952,1.012048193,2.872028659,3,4.404761905,1.148811462,,3.38460235,,,,,,,,,,,,,,,,,,garcia
Hyperemic,143,,,,,,,,0.36,1.333333333,3.703703703,3,9,2.222222222,,4.002712001,,,,,,,,,,,,,,,,,,garcia
Hyperemic,144,,,,,,,,0.367521368,1.30952381,3.56312292,3,3.909090909,1.492248062,,3.187098359,,,,,,,,,,,,,,,,,,garcia
Hyperemic,145,,,,,,,,0.38,1.090909091,2.870813397,3,1.583333333,1.66507177,,2.432621216,,,,,,,,,,,,,,,,,,garcia
Hyperemic,146,,,,,,,,0.395604396,1.4,3.538888885,3,1.714285714,2.372222222,,2.49657611,,,,,,,,,,,,,,,,,,garcia
Hyperemic,147,,,,,,,,0.43,1.428571429,3.322259137,3,10.75,2.159468439,,3.952406883,,,,,,,,,,,,,,,,,,garcia
Hyperemic,148,,,,,,,,0.43,1.344827586,3.127506014,3,1.102564103,1.876503609,,1.974397651,,,,,,,,,,,,,,,,,,garcia
Hyperemic,149,,,,,,,,0.43,1.3,3.023255814,3,3.307692308,1.813953488,,2.928640161,,,,,,,,,,,,,,,,,,garcia
Hyperemic,150,,,,,,,,0.445945946,1.558441558,3.49468713,3,2.75,1.794569067,,2.855073374,,,,,,,,,,,,,,,,,,garcia
Hyperemic,151,,,,,,,,0.45,1.4375,3.194444444,3,1.956521739,1.756944444,,2.417559027,,,,,,,,,,,,,,,,,,garcia
Hyperemic,152,,,,,,,,0.451923077,1.333333333,2.950354609,3,2.9375,1.843971631,,2.7482869,,,,,,,,,,,,,,,,,,garcia
Hyperemic,153,,,,,,,,0.453333333,1.064516129,2.348197345,3,1.03030303,1.565464896,,1.976407986,,,,,,,,,,,,,,,,,,garcia
Hyperemic,154,,,,,,,,0.46,0.9,1.956521739,3,2.555555556,0.97826087,,2.622500759,,,,,,,,,,,,,,,,,,garcia
Hyperemic,155,,,,,,,,0.464285714,1.5625,3.365384617,3,1.56,2.524038462,,2.257984506,,,,,,,,,,,,,,,,,,garcia
Hyperemic,156,,,,,,,,0.47,1.25,2.659574468,3,4.7,1.728723404,,3.124927879,,,,,,,,,,,,,,,,,,garcia
Hyperemic,157,,,,,,,,0.471910112,1.166666667,2.472222225,3,4.615384615,1.555555556,,3.154667083,,,,,,,,,,,,,,,,,,garcia
Hyperemic,158,,,,,,,,0.479166667,1.5,3.13043478,3,3.066666667,2.184782609,,2.747439496,,,,,,,,,,,,,,,,,,garcia
Hyperemic,159,,,,,,,,0.487804878,1.428571429,2.92857143,3,3.636363636,2.357142857,,2.94111593,,,,,,,,,,,,,,,,,,garcia
Hyperemic,160,,,,,,,,0.49,1.6,3.265306122,3,3.0625,2.12244898,,2.69998222,,,,,,,,,,,,,,,,,,garcia
Hyperemic,161,,,,,,,,0.5,1.058823529,2.117647058,3,2.777777778,1.503529412,,2.589077004,,,,,,,,,,,,,,,,,,garcia
Hyperemic,162,,,,,,,,0.505882353,1.285714286,2.541528239,3,0.955555556,1.88372093,,1.717476272,,,,,,,,,,,,,,,,,,garcia
Hyperemic,163,,,,,,,,0.512195122,2.5,4.88095238,1,0.763636364,4.345238095,,1.521986622,,,,,,,,,,,,,,,,,,garcia
Hyperemic,164,,,,,,,,0.52,1.043478261,2.006688963,3,2.166666667,1.204013378,,2.321470763,,,,,,,,,,,,,,,,,,garcia
Hyperemic,165,,,,,,,,0.53,1.018518519,1.921733055,3,0.963636364,1.191474493,,1.592024488,,,,,,,,,,,,,,,,,,garcia
Hyperemic,166,,,,,,,,0.53,1.285714286,2.425876011,3,2.944444444,1.576819407,,2.562204857,,,,,,,,,,,,,,,,,,garcia
Hyperemic,167,,,,,,,,0.530120482,1.4,2.640909091,3,2.095238095,1.877272727,,2.347278027,,,,,,,,,,,,,,,,,,garcia
