Condition,Geometry Number,Stenosis Percentage,Length,Width,Average Flow,Max Flow,P_d/P_a,HMR,HSR,P_Loss_Coeff,WSS_TE,WSS_LE,WSS_TE_Area,WSS_LE_Area,Rtotal_cor Value,Location,CFR,BMR/HMR,CFR/FFR,WSS_Area_Bifur,WSS_Bif,WSS_LMB,WSS_min,WSS_TE_min,WSS_LE_min,WSS_TE_Area_min,WSS_LE_Area_min,WSS_Area_Bifur_min,v_distal,discord,source,Location_num
Hyperemic,98,0.4058147879532344,2.0,0.9,7.178217183908046,11.764026,0.8391464266479334,2.074949386858641,0.3977411007208201,1.3998508415159183,638.2716610565534,772.7755376904504,0.210204484528019,0.2538017178682272,0.24,LAD,3.4957361265879205,4.285105703777623,4.1658237651705665,0.9079886959594337,1779.039753,904.389907,0.4192609412398228,4.804038087851483,6.716936457167476,0.0,0.0,0.0,39.83858545579484,0.0,mine,0
Hyperemic,54,0.3007901338947706,3.0,0.9,7.312828839080461,12.119358,0.8427379507108205,2.529300164705266,0.47198886300719,1.5554433412811453,232.55271146695517,925.3396628426544,0.1049068209128051,0.1879456155335809,0.24,LCX,3.594209457423563,3.943311325861971,4.264919426485981,0.9242231515101844,1863.389237,1084.868221,2.1430278430587597,2.9674509363776087,5.176404848367747,0.0062285248671712,0.0,0.0,33.04020168775742,0.0,mine,1
Hyperemic,96,0.3916117361723976,0.9,0.745,7.430936758620687,12.285924,0.9263184144450602,2.44565604463464,0.1945333400272054,1.1194298089256105,338.0850954423585,895.7689062087742,0.193373336863056,0.291046815451016,0.24,LAD,3.648280537463999,3.9012699518055505,3.938473510374523,0.9115596683364766,1898.255739,1001.229248,4.082003389731907,0.5109381576396892,7.018690653757756,0.0036396223816133,0.0,0.0,37.16366309346329,0.0,mine,0
Hyperemic,91,0.2048441957096112,2.5,0.5800000000000001,7.447860241379311,12.426984,0.9102725726031676,2.082481476328134,0.2052744541540095,1.080954380734553,259.1238709593554,856.0939946475044,0.2339780218799537,0.2654481416502542,0.24,LAD,3.706509231537373,3.8707080348765186,4.07186741981868,0.8997358907601731,1853.613765,999.603756,6.813019877073231,48.15929761477047,8.349790135195938,0.0,0.0,0.0,42.84841928399195,0.0,mine,0
Hyperemic,39,1.221245327087672e-15,0.1,0.251,4.726278620689654,8.421709,0.9801345828098008,3.0038242848749523,0.0608816622040078,0.6288056051554942,545.206071327034,545.206071327034,0.1108078179742022,0.1279535583844188,0.43,LAD,2.5167640145894876,0.6084479302940394,2.567773914654204,0.6319629009989032,1107.928699,559.284393,24.73696273774311,2.36701954306081,12.382205189233677,0.0,0.0,0.0,35.994419658251026,0.0,mine,0
Hyperemic,30,0.5891022860976811,3.0,0.6699999999999999,5.458982977011495,8.576897,0.4695464888186916,1.291723808554953,1.4592792109857442,1.9925891571904355,1166.234727508148,532.3045266068085,0.1464690299348909,0.1588219526157545,0.24,LAD,2.657573515623546,4.990013527948276,5.053039194817304,0.8521015753267414,1840.200601,596.237418,6.775713505777413,1.7197856658889694,4.616771148741651,0.0011309236096972,0.0,0.0,37.33391360567796,,mine,0
Hyperemic,90,0.20484419570961107,2.0,0.5800000000000001,7.43101511494253,12.107212,0.9277427714462592,2.212383997517603,0.1723114866290589,1.0290498009151128,247.972848626312,814.4667631085815,0.240318245859379,0.2375816234983696,0.24,LAD,3.60985828565295,3.83614250784974,3.8910120313042578,0.9084335898554349,1797.326989,960.002738,7.87367630499969,35.965650573621645,7.87367630499969,0.0,0.0,0.0,40.53392954223963,0.0,mine,0
Hyperemic,97,0.4058147879532344,1.66,0.9,7.189452103448272,11.819316,0.8494838429169274,2.1677092654893473,0.3840864909148527,1.398162597325716,603.253188312496,825.1230002791011,0.2079018975463171,0.2785914628290664,0.24,LAD,3.530684529419444,4.225806520413059,4.156270373896583,0.9159878473309466,1800.281676,956.872246,0.6836883219436792,5.910061844150923,11.244383037278103,0.0,0.0,0.0,38.62075102847954,0.0,mine,0
Hyperemic,55,0.3007901338947706,3.0,0.9,2.67867872413793,4.363152,0.9646902231417522,8.079212891367535,0.295716902214886,1.7360525007305168,61.44473692777238,270.97686473379787,0.0,0.0425332242909692,0.24,LCX,1.2939697121395817,1.2345036725846936,1.3413318401066088,0.1954033407466782,534.485786,267.775446,0.3791010713990418,6.289354415098256,3.989964346347378,0.0,0.0,0.000587941765093,13.657711265982025,2.0,mine,1
Hyperemic,52,0.30254953059368606,0.9,0.61,7.382394908045979,12.34426,0.912696235802916,2.1120687294224996,0.2020294848256104,1.0793818630013443,322.08278645447564,1106.0174778485589,0.2437596652845336,0.1929535010453849,0.24,LCX,3.669399534914,4.100138643609553,4.020395166510093,0.8904357673507558,2187.311718,1046.328859,3.2074905986691657,11.478017536415903,10.414120380224864,0.0,0.0,6.917683382804999e-05,42.32404555877313,0.0,mine,1
Hyperemic,99,0.4058147879532344,2.5,0.9,7.108032045977007,11.659506,0.8157116556005558,1.9900803580543631,0.4496057055083739,1.44720153901034,631.8463008447188,780.5529542917068,0.1914348814016365,0.2587242091584432,0.24,LAD,3.442282347606125,4.305304054999054,4.219974452947831,0.9084532438908501,1732.2124,847.591193,0.6580354014822514,3.4289668800633035,8.491129764114707,0.000355349528807,0.0,0.0,40.381695961340725,0.0,mine,0
Hyperemic,9,0.558399939698658,1.2,0.78,6.17815655172414,9.622707,0.6296376913093262,1.5922381336964673,0.936578288308736,1.7674428395825623,1114.227683762254,894.0199568751415,0.2461126968779327,0.2744707001392928,0.24,LAD,2.8484590234783753,4.827917457958118,4.523965230790154,0.8598448436866624,2536.069532,675.230019,11.804044583698165,8.503777285952857,5.017626507912249,0.0,0.0,0.0,40.23977336044536,1.0,mine,0
Hyperemic,7,0.481312284496317,1.7,0.71,6.520036149425287,10.051321,0.7077159550196611,1.745610643582668,0.7209306731722623,1.6489505205343546,1080.284123257624,745.7102875090653,0.19611292460759627,0.2271143571668778,0.24,LAD,2.982477207818701,4.610984117154818,4.21422915035997,0.895956273670687,1956.971145,854.802792,1.0051501107166607,3.7672781701420903,3.6042953460506695,0.00015907090058290177,0.0,0.0,40.69089693547544,1.0,mine,0
Hyperemic,107,0.6182608632229937,2.5,0.79,5.381528793103448,8.583473,0.4313608868084832,1.1808125155343645,1.5565995949396776,2.034475900149253,1337.2259322407613,471.2076589664077,0.143136736234675,0.1538659835757837,0.24,LAD,2.5350669364918472,5.010605656386803,5.876904962914204,0.8555809877466796,2106.672789,685.528138,0.4786015883050292,1.1356984533404038,0.7276483968236219,0.0017617224738368,0.0001735521200846,6.85921475604957e-05,36.1622373850825,1.0,mine,0
Hyperemic,100,0.4980058769521806,0.9,0.69,6.9011387586206885,11.167432,0.7675911407325787,1.9577549022976155,0.5927629429567739,1.5870977751493478,557.9601136950087,826.567910677607,0.1848841658988581,0.2857389083128153,0.24,LAD,3.2933786392534783,4.153824339798165,4.290537585035598,0.8519860684276246,2780.484192,905.946114,6.841795528281082,2.343825945531465,4.308568545639232,0.0011868360023177,0.0,0.000363663416549,38.57780825987837,1.0,mine,0
Hyperemic,1,0.45285908585455226,1.2,0.6799999999999999,6.834801517241383,11.063105,0.7827957385073367,1.8296084925168028,0.5076659745179392,1.4611765663540384,834.9112970551733,1020.278408579613,0.2552965294965516,0.2751923116871046,0.24,LAD,3.292957311319772,4.36003305550364,4.206662286638021,0.9056523339562652,2024.27804,833.409859,6.081414577109654,5.800368902956477,1.6623415456538202,0.0,0.0,0.0,44.15254785953153,1.0,mine,0
