HMR,P_Loss_Coeff,FFR,CFR,BMR/HMR,CFR/FFR,BMR
1.315789474,0.888902298,0.882352941,1.461538462,1.734358974,1.656410257,2.282051282
1.316666667,1.166568803,0.79,4.285714286,5.153707052,5.424954792,6.785714287
1.32,1.382923243,0.733333333,3.125,4.308712121,4.261363638,5.6875
1.333333333,0.927073811,0.851851852,2.225806452,2.491935484,2.612903226,3.322580645
1.342105263,0.639024825,0.910714286,4.470588235,4.952710496,4.908881198,6.647058823
1.35,1.12310311,0.81,2.5,2.87037037,3.086419753,3.875
1.358490566,1.350040279,0.742268041,1.827586207,2.512931034,2.462164752,3.413793103
1.361111111,1.40199036,0.790322581,1.714285714,2.16909621,2.169096209,2.952380952
1.38,1.116655353,0.841463415,3.333333333,3.913043478,3.961352655,5.4
1.38,1.116655353,0.841463415,3.333333333,3.913043478,3.961352655,5.4
1.4,2.847810041,0.25,1.071428571,1.632653061,4.285714284,2.285714285
1.411764706,1.432669689,0.72,1.821428571,2.150297619,2.529761904,3.035714286
1.422222222,1.324675903,0.790123457,1.5,1.828125,1.898437499,2.6
1.433962264,1.624198128,0.617886179,2.12,2.594210526,3.431052631,3.719999999
1.444444444,1.103000906,0.81981982,2.25,2.521978022,2.744505494,3.642857142
1.448275862,0.952977268,0.875,3.222222222,4.066137566,3.682539682,5.888888888
1.454545455,1.590867911,0.680851064,2.933333333,4.4,4.308333332,6.400000002
1.46,1.081893247,0.858823529,5.376344086,6.186478126,6.260126678,9.032258064
1.477272727,1.657814701,0.65,2.2,2.876923077,3.384615385,4.249999999
1.490909091,0.919926631,0.891304348,2.2,2.52195122,2.468292682,3.760000001
1.490909091,0.397047885,0.964705882,1.896551724,2.289739277,1.965937763,3.413793104
1.491525424,0.900340671,0.888888889,3.470588235,3.707219251,3.904411764,5.529411765
1.491803279,0.307113594,0.968085106,3.210526316,3.775014459,3.316367844,5.631578948
1.5,1.60131146,0.692307692,2.1,2.8,3.033333335,4.2
1.5,1.081992526,0.852631579,2.842105263,3.333333333,3.333333333,5
1.5,0.718894062,0.925531915,2.9,3.266666667,3.133333333,4.900000001
1.508474576,0.637099237,0.936842105,3.105263158,3.384387936,3.314606743,5.105263157
1.522727273,1.545110421,0.712765957,1.76,2.364179104,2.469253733,3.6
1.525,1.475285628,0.7625,2.222222222,2.550091075,2.914389799,3.888888889
1.543859649,0.189932294,0.977777778,3.166666667,3.238636364,3.238636363,5
1.555555556,0.71401574,0.933333333,2.842105263,3.214285714,3.045112783,5.000000001
1.56,2.257984506,0.464285714,1.5625,2.524038462,3.365384617,3.937500001
1.5625,1.732774734,0.694444444,3.2,4.352,4.608000003,6.8
1.5625,1.268618456,0.815217391,3,3.88,3.680000001,6.0625
1.564102564,1.54074209,0.743902439,3.545454545,4.82414307,4.766020864,7.545454545
1.571428571,1.455183424,0.76744186,3,4,3.909090911,6.285714284
1.574468085,1.097848979,0.870588235,3.133333333,3.641441441,3.5990991,5.733333332
1.576923077,0.813743362,0.921348315,3.466666667,4.100813008,3.762601625,6.466666667
1.581818182,1.033869983,0.87,2.291666667,2.634099617,2.634099617,4.166666667
1.583333333,2.432621216,0.38,1.090909091,1.66507177,2.870813397,2.636363635
1.59375,1.992412044,0.56043956,2.133333333,3.262745098,3.80653595,5.2
1.610169492,1.052768012,0.88372093,2.025751073,2.372261125,2.292297267,3.819742491
1.619047619,2.582288223,0.336633663,1.3125,2.007352941,3.898897063,3.25
1.625,1.351433987,0.764705882,2.074074074,2.347578348,2.712250713,3.814814816
1.62962963,1.015045736,0.88,2.454545455,2.789256198,2.789256199,4.545454546
1.651162791,1.767183554,0.622807018,2.6875,4.012323944,4.315140842,6.625000002
1.654545455,0.87416914,0.91,3.055555556,3.290598291,3.357753358,5.444444447
1.65625,1.788292062,0.679487179,2.909090909,4.061749571,4.281303605,6.727272727
1.666666667,1.270318241,0.833333333,3.461538462,4.153846154,4.153846156,6.923076925
1.666666667,0.93586449,0.9,1.636363636,1.727272727,1.818181818,2.878787879
1.673076923,1.082588675,0.87,3.466666667,3.944827586,3.98467433,6.599999999
1.685185185,1.139984473,0.85046729,2.7,3.026373626,3.174725274,5.099999999
1.694444444,1.867830605,0.616161616,1.714285714,2.304449649,2.782201405,3.904761904
1.696969697,1.794987894,0.674698795,1.941176471,3.085084034,2.877100842,5.235294118
1.709090909,0.961319316,0.895238095,2.75,3.188829787,3.071808511,5.449999999
1.714285714,2.49657611,0.395604396,1.4,2.372222222,3.538888885,4.066666666
1.722222222,0.977257175,0.894230769,2.571428571,2.903225806,2.875576037,4.999999999
1.732142857,1.050403991,0.873873874,2.153846154,2.464710547,2.464710547,4.269230769
1.75,0.747439496,0.92920354,2.068965517,2.266009852,2.226600985,3.965517241
1.761904762,1.569126777,0.74,1.909090909,2.167076167,2.57985258,3.818181818
1.769230769,2.950916555,0.277108434,1.007751938,2.409841591,3.636670034,4.263565891
1.777777778,0.571348237,0.963855422,5.487804878,5.693597561,5.693597559,10.12195122
1.784313725,1.416875421,0.771186441,2.217391304,2.63162924,2.875298613,4.695652172
1.789473684,1.583507497,0.755555556,1.80952381,2.075630252,2.394957982,3.714285714
1.790697674,1.175107784,0.875,2.388888889,2.637085137,2.73015873,4.722222221
1.791666667,2.13159122,0.581081081,1.5,1.988372093,2.581395349,3.562500001
1.794871795,1.172765305,0.886075949,2.6,2.822857143,2.934285716,5.066666667
1.8,1.654938602,0.741176471,2.916666667,3.75,3.935185183,6.75
1.804347826,1.593650286,0.715517241,2.875,3.983433735,4.018072291,7.1875
1.82,1.116655353,0.875,2.173913043,2.269469661,2.484472049,4.130434783
1.826086957,1.417559027,0.79245283,1.642857143,2.092687075,2.073129252,3.821428573
1.828571429,1.743879685,0.703296703,2.5,3.5546875,3.554687501,6.500000002
1.837837838,1.343429807,0.85,3.083333333,3.31004902,3.62745098,6.083333335
1.840909091,1.227690009,0.861702128,2,2.148148148,2.320987653,3.954545454
1.840909091,0.891897907,0.931034483,2.2,2.444444444,2.362962962,4.499999999
1.857142857,1.49657611,0.78,3.230769231,3.727810651,4.142011835,6.923076923
1.868421053,1.718206071,0.702970297,2.923076923,4.158179848,4.158179848,7.76923077
1.875,1.867473308,0.666666667,1.777777778,2.666666667,2.666666666,5.000000001
1.875,1.805325401,0.697674419,2.461538462,3.487179487,3.528205127,6.538461538
1.882352941,1.869173092,0.653061224,2,2.75,3.062500002,5.176470588
1.896551724,1.952977268,0.647058824,2.230769231,3.163636364,3.447552445,6
1.90625,1.805325401,0.701149425,1.333333333,1.704918033,1.901639345,3.25
1.914285714,1.353908606,0.858974359,3.5,4.179104478,4.074626866,8
1.916666667,1.630469689,0.758241758,2,2.492753623,2.63768116,4.777777778
1.918367347,0.7984111,0.94,3.0625,3.355718085,3.257978723,6.4375
1.921052632,1.563304111,0.776595745,1.9,2.394520548,2.446575341,4.600000001
1.924528302,1.429221525,0.772727273,1.177777778,1.270152505,1.524183006,2.444444444
1.931034483,1.856067255,0.7,2.071428571,2.62627551,2.959183673,5.071428572
1.942857143,1.26675843,0.883116883,2.058823529,2.603806228,2.331314879,5.058823529
1.944444444,1.015045736,0.897435897,2.7,2.982857143,3.00857143,5.799999999
1.948717949,1.709884489,0.710280374,1.625,2.202302632,2.287828947,4.291666668
1.953488372,1.337835081,0.84,2.047619048,2.583900227,2.437641724,5.047619048
1.953488372,1.175107784,0.884210526,2.388888889,2.616402116,2.701719578,5.11111111
1.956521739,2.417559027,0.45,1.4375,1.756944444,3.194444444,3.437499999
1.975,1.538954708,0.782178218,1.538461538,1.927945472,1.966893865,3.807692307
1.976470588,0.745934141,0.954545455,2.428571429,2.717687075,2.544217686,5.371428571
1.976744186,1.36416402,0.833333333,2.15,2.630588235,2.580000001,5.199999999
1.97826087,1.397355641,0.8125,3.066666667,3.504761905,3.774358975,6.933333335
1.987179487,1.754765502,0.738095238,3.627906977,4.681170293,4.915228808,9.302325581
2,1.543319513,0.8,2,2.527777778,2.5,5.055555556
2,0.890106999,0.947368421,2.25,2.53125,2.375,5.0625
2,0.33919953,0.979591837,2.666666667,2.916666667,2.722222222,5.833333334
2.023255814,1.309806357,0.852941176,1.592592593,1.775649212,1.867177524,3.592592592
2.028571429,1.353908606,0.865853659,2.1875,2.095070423,2.526408449,4.250000002
2.046511628,1.247658451,0.871287129,1.592592593,2.026936027,1.827861953,4.148148148
2.051282051,1.497276396,0.808080808,2.6,3.2825,3.2175,6.733333332
2.052631579,1.086182856,0.917647059,2,2.307692308,2.179487179,4.736842106
2.058823529,1.337694175,0.875,3.4,3.885714286,3.885714286,7.999999999
2.066666667,1.372980583,0.830357143,2.8125,3.175403226,3.387096774,6.562500001
2.076923077,1.519552791,0.801980198,2.294117647,2.803921569,2.860566449,5.823529413
2.076923077,1.332466148,0.861702128,2.6,2.888888889,3.017283949,6
2.083333333,1.66825825,0.757575758,1.5,2.04,1.979999999,4.249999999
2.083333333,1.038169535,0.909090909,3,3.06,3.3,6.374999999
2.083333333,0.890106999,0.949367089,3.272727273,3.578181818,3.447272726,7.454545453
2.095238095,2.347278027,0.530120482,1.4,1.877272727,2.640909091,3.933333332
2.105263158,1.241084816,0.888888889,2.923076923,3.361538462,3.288461538,7.076923078
2.108108108,1.410376597,0.847826087,2.466666667,2.751282051,2.90940171,5.799999999
2.117647059,1.699422011,0.757894737,3.090909091,3.648989899,4.078282828,7.727272728
2.133333333,1.788832181,0.744186047,2.142857143,2.678571429,2.879464284,5.714285714
2.133333333,0.696286973,0.96,2.5,2.552083333,2.604166667,5.444444443
2.142857143,1.616551427,0.756302521,2.8,3.173333333,3.702222222,6.8
2.14893617,1.286905215,0.855932203,1.88,2.196435644,2.196435645,4.72
2.166666667,2.321470763,0.52,1.043478261,1.204013378,2.006688963,2.608695653
2.171428571,1.48860718,0.835164835,2.916666667,3.530701754,3.492324562,7.666666664
2.183673469,1.250708771,0.862903226,2.041666667,2.308800623,2.366043614,5.041666666
2.189189189,1.76939854,0.716814159,2.3125,3.083333333,3.226080248,6.749999999
2.194444444,1.610266303,0.79,2.4,2.612658228,3.037974684,5.733333333
2.197802198,3.084629216,0.333333333,0.91,1.0465,2.730000003,2.3
2.2,2.01974534,0.679012346,2.083333333,2.916666667,3.068181816,6.416666667
2.205128205,1.218522795,0.895833333,2.785714286,3.077242525,3.109634553,6.785714286
2.219512195,0.8740543,0.947916667,2.411764706,2.597285068,2.544279249,5.764705882
2.222222222,1.436649663,0.819672131,1.875,2.04375,2.2875,4.541666666
2.227272727,0.414776652,0.98,2.933333333,2.963265306,2.993197279,6.599999999
2.234042553,0.533577548,0.972222222,2.473684211,2.403007519,2.544360903,5.368421053
2.259259259,1.71401574,0.802631579,1.588235294,2.135004822,1.978784956,4.823529412
2.266666667,1.788832181,0.755555556,1.764705882,2.179930796,2.335640137,4.941176472
2.266666667,1.701682005,0.790697674,4.285714286,5.168067227,5.42016807,11.71428572
2.27027027,1.519521066,0.823529412,2.176470588,2.642857143,2.642857142,6
2.292682927,1.321212332,0.87037037,2.157894737,2.180851064,2.479283316,5.000000001
2.3,1.650529483,0.811764706,2,2.173913043,2.463768116,4.999999999
2.307692308,2.102184231,0.638297872,2.166666667,3.286111111,3.394444447,7.583333334
2.30952381,0.631274683,0.97,2.1,2.121649485,2.164948454,4.900000002
2.322580645,1.779656458,0.757894737,4.769230769,6.623931624,6.292735041,15.38461538
2.366666667,1.844349509,0.739583333,1.428571429,1.830985915,1.931589539,4.333333333
2.37037037,1.236894486,0.927536232,3.698630137,4.045376712,3.987585616,9.589041094
2.384615385,2.002069078,0.696629213,2.166666667,2.830645161,3.110215056,6.75
2.387096774,1.459321307,0.870588235,2.384615385,2.352390852,2.73908524,5.615384614
2.391304348,1.075136346,0.916666667,1.703703704,1.827609428,1.858585858,4.370370372
2.393939394,1.20872217,0.918604651,2.75,3.098101266,2.993670887,7.416666667
2.4,1.877773264,0.727272727,3.296703297,4.441391941,4.532967035,10.65934066
2.4,1.826620742,0.75,1.875,1.796875,2.5,4.3125
2.413793103,1.621984049,0.833333333,2.636363636,3.502597403,3.163636364,8.454545454
2.418604651,1.036805085,0.928571429,1.954545455,2.349213287,2.104895104,5.681818182
2.434782609,2.038924173,0.708860759,2.090909091,2.875,2.949675327,7.000000001
2.459459459,0.741369816,0.968085106,2.466666667,2.629304029,2.547985349,6.466666665
2.46875,1.469533299,0.868131868,1.904761905,2.073538276,2.194092828,5.119047619
2.48,2.036135756,0.696629213,2.272727273,3.262463343,3.262463346,8.090909091
2.482758621,1.798075308,0.774193548,1.611111111,1.857253086,2.081018519,4.611111111
2.483870968,1.531871974,0.855555556,3.924050633,4.433667598,4.586552686,11.01265823
2.5,1.736784868,0.804597701,2,2.142857143,2.485714286,5.357142858
2.5,1.616447776,0.817307692,3.4,4.28,4.160000002,10.7
2.512820513,1.121612782,0.924528302,2.4375,2.586734694,2.636479592,6.500000001
2.529411765,2.848239186,0.346774194,1.214285714,1.524916944,3.501661124,3.857142859
2.55,1.196532027,0.910714286,1.904761905,2.072829132,2.091503268,5.285714287
2.555555556,2.622500759,0.46,0.9,0.97826087,1.956521739,2.500000002
2.580645161,1.116898626,0.941176471,2.583333333,2.615625,2.744791665,6.749999999
2.605263158,1.519838417,0.838983051,2.533333333,2.738047138,3.019528619,7.133333333
2.611111111,1.367228254,0.886792453,2.25,2.704787234,2.537234042,7.0625
2.612903226,1.321018609,0.91011236,2.583333333,3.061728395,2.838477364,8
2.620689655,1.621984049,0.844444444,2.071428571,2.234962406,2.45300752,5.857142857
2.625,2.07159329,0.7,2.181818182,2.83982684,3.116883117,7.454545455
2.631578947,1.019236067,0.943396226,2.235294118,2.324705882,2.369411766,6.117647057
2.633333333,1.768628795,0.79,2.727272727,2.934407365,3.452243958,7.727272727
2.64,2.10992197,0.673469388,2.272727273,3.099173554,3.374655647,8.181818183
2.675675676,1.494697483,0.853448276,2.642857143,2.98989899,3.096681096,8.000000001
2.677419355,1.417928622,0.892473118,2.214285714,2.481067126,2.481067126,6.642857144
2.689655172,1.651947273,0.838709677,2.230769231,2.716962525,2.659763315,7.307692307
2.689655172,1.430098523,0.896551724,1.611111111,1.817663818,1.797008547,4.888888889
2.703703704,1.969288245,0.73,1.8,2.194520548,2.465753425,5.933333334
2.708333333,2.001957362,0.738636364,2.666666667,3.569230769,3.610256409,9.666666665
2.714285714,1.48860718,0.863636364,2.058823529,2.188854489,2.383900927,5.94117647
2.730769231,2.172765305,0.63963964,1.181818182,1.33162612,1.847631241,3.636363636
2.733333333,1.560352852,0.863157895,2.5,2.865853659,2.896341463,7.833333334
2.75,2.855073374,0.445945946,1.558441558,1.794569067,3.49468713,4.935064934
2.75,0.867473308,0.967032967,2.285714286,2.493506494,2.363636364,6.857142859
2.757575758,1.317866639,0.91,2.538461538,2.928994083,2.789518174,8.076923079
2.757575758,0.664654125,0.978494624,3.707865169,3.870848253,3.78935671,10.67415731
2.75862069,1.856067255,0.769230769,2.416666667,3.020833333,3.141666668,8.333333333
2.777777778,2.589077004,0.5,1.058823529,1.503529412,2.117647058,4.176470589
2.783783784,1.343429807,0.895652174,2.466666667,2.801941748,2.754045308,7.800000002
2.8,3.193043699,0.311111111,1.075268817,2.073732719,3.456221199,5.806451613
2.8,1.926991287,0.769230769,2.5,2.821428571,3.250000001,7.899999999
2.807692308,1.913127994,0.768421053,1.857142857,2.467710372,2.416829744,6.92857143
2.827586207,0.475856014,0.987951807,3.085106383,3.386092372,3.122729632,9.574468087
2.833333333,0.747439496,0.977011494,2.5,2.647058824,2.55882353,7.5
2.84,1.905801988,0.78021978,1.923076923,2.491874323,2.464788733,7.076923077
2.84,1.883525593,0.788888889,2.5,2.992957746,3.169014084,8.499999999
2.846153846,2.161769921,0.654867257,2.6,3.372972973,3.970270268,9.6
2.904761905,2.187577184,0.693181818,1.4,1.698360656,2.019672132,4.933333334
2.9375,2.7482869,0.451923077,1.333333333,1.843971631,2.950354609,5.416666666
2.944444444,2.562204857,0.53,1.285714286,1.576819407,2.425876011,4.642857142
2.954545455,2.259874692,0.65,1.375,1.565384615,2.115384615,4.625
2.956521739,1.88131632,0.80952381,1.4375,1.670036765,1.775735293,4.937500001
3,1.174826018,0.945652174,2.636363636,2.787878788,2.787878787,8.363636364
3,0.691382049,0.979591837,2.461538462,2.564102564,2.512820513,7.692307692
3.033333333,1.40065201,0.91,3.333333333,3.516483516,3.663003663,10.66666666
3.055555556,2.481171606,0.585106383,2.045454545,2.938016529,3.495867768,8.977272729
3.0625,2.69998222,0.49,1.6,2.12244898,3.265306122,6.500000001
3.066666667,2.747439496,0.479166667,1.5,2.184782609,3.13043478,6.700000002
3.074074074,1.860143776,0.798076923,4.426229508,5.226150504,5.546118902,16.06557377
3.074074074,1.860143776,0.798076923,4.426229508,5.226150504,5.546118902,16.06557377
3.08,1.683953238,0.865168539,1.785714286,1.971243043,2.064007422,6.071428572
3.12,1.835220914,0.821052632,3.012048193,3.629904232,3.668520233,11.3253012
3.217391304,1.932468843,0.804347826,2.875,3.846283784,3.574324325,12.375
3.24,1.883525593,0.81,1.923076923,2.279202279,2.374169041,7.384615384
3.24,1.780863251,0.84375,1.923076923,2.231718898,2.279202279,7.23076923
3.269230769,1.746796573,0.85,1.444444444,1.580392157,1.699346405,5.166666667
3.3,3.2395011,0.323529412,1.333333333,1.696969697,4.121212117,5.6
3.307692308,2.928640161,0.43,1.3,1.813953488,3.023255814,5.999999999
3.307692308,1.259915481,0.921428571,1.95,2.040697674,2.116279071,6.749999999
3.351351351,1.44033982,0.892086331,1.681818182,1.763196481,1.88526393,5.909090909
3.37037037,1.236894486,0.947916667,1.421052632,1.514748409,1.499132446,5.105263156
3.384615385,1.801154235,0.838095238,2.888888889,3.446969697,3.446969697,11.66666667
3.384615385,1.64988656,0.88,1.733333333,1.871212121,1.969696969,6.333333333
3.409090909,1.919926631,0.824175824,2.558139535,3.240310078,3.10387597,11.04651163
3.428571429,2.203371451,0.72,1.05,1.166666667,1.458333333,4.000000002
3.434343434,3.368423013,0.272,1.302631579,1.494195046,4.789086688,5.131578945
3.448275862,1.475856014,0.909090909,3.222222222,3.415555556,3.544444445,11.77777778
3.52173913,1.955949938,0.81,1.533333333,1.817283951,1.893004115,6.400000001
3.533333333,2.592537536,0.602272727,2.459016393,4.314877822,4.082895145,15.24590164
3.545454545,1.994560249,0.804123711,2.365591398,2.911497105,2.941825201,10.32258064
3.578947368,2.204872644,0.747252747,1.583333333,1.979166667,2.118872549,7.083333334
3.636363636,2.94111593,0.487804878,1.428571429,2.357142857,2.92857143,8.57142857
3.652173913,1.718589023,0.884210526,2.527472527,2.948717949,2.858451073,10.76923077
3.666666667,2.701682005,0.55,1.363636364,1.561983471,2.479338844,5.727272728
3.684210526,3.652330292,0.265822785,0.93442623,1.290398126,3.515222482,4.754098359
3.695652174,1.853287597,0.85,1.916666667,2.142156863,2.254901961,7.916666668
3.769230769,2.664126999,0.6125,1.666666667,2.414965986,2.721088436,9.102564101
3.777777778,2.51335629,0.618181818,1.125,1.422794118,1.819852942,5.375000002
3.909090909,3.187098359,0.367521368,1.30952381,1.492248062,3.56312292,5.833333333
4.111111111,2.094226982,0.822222222,3,3.445945946,3.64864865,14.16666667
4.142857143,2.48860718,0.707317073,1.166666667,1.367816092,1.649425288,5.666666667
4.157894737,2.165364102,0.79,1.727272727,1.945914845,2.186421173,8.090909093
4.235294118,1.893996676,0.888888889,3.953488372,4.228036176,4.447674418,17.90697675
4.238095238,2.078432715,0.809090909,2.1,2.666292135,2.595505618,11.3
4.272727273,1.670049157,0.912621359,2.365591398,2.566918325,2.592084192,10.96774193
4.285714286,2.710455929,0.6,1.272727273,1.633333333,2.121212122,6.999999999
4.375,2.117350781,0.777777778,2.4,3.017142857,3.085714285,13.2
4.404761905,3.38460235,0.352380952,1.012048193,1.148811462,2.872028659,5.060240964
4.428571429,2.77115377,0.574074074,1.555555556,2.082437276,2.70967742,9.222222223
4.615384615,3.154667083,0.471910112,1.166666667,1.555555556,2.472222225,7.179487181
4.7,3.124927879,0.47,1.25,1.728723404,2.659574468,8.124999999
