Condition,Geometry Number,Stenosis Percentage,Length,Width,Average Flow,Max Flow,v_distal,P_d/P_a,HMR,HSR,P_Loss_Coeff,WSS_TE,WSS_LE,WSS_TE_Area,WSS_LE_Area,R_scale,R_micro,R_total,Location,CFR,BMR/HMR,CFR/FFR,WSS_Area_Bifur,WSS_Bif,WSS_LMB,WSS_min,WSS_TE_min,WSS_LE_min,WSS_TE_Area_min,WSS_LE_Area_min,WSS_Area_Bifur_min,discord,source,Location_num
Hyperemic,198,,,,,,,0.56043956,1.59375,,1.992412044,,,,,,,,,2.133333333,3.262745098,3.80653595,,,,,,,,,,1,garcia,0
Hyperemic,197,,,,,,,0.38,1.583333333,,2.432621216,,,,,,,,,1.090909091,1.66507177,2.870813397,,,,,,,,,,0,garcia,0
Hyperemic,196,,,,,,,0.87,1.581818182,,1.033869983,,,,,,,,,2.291666667,2.634099617,2.634099617,,,,,,,,,,0,garcia,0
Hyperemic,195,,,,,,,0.921348315,1.576923077,,0.813743362,,,,,,,,,3.466666667,4.100813008,3.762601625,,,,,,,,,,0,garcia,0
Hyperemic,194,,,,,,,0.870588235,1.574468085,,1.097848979,,,,,,,,,3.133333333,3.641441441,3.5990991,,,,,,,,,,0,garcia,0
Hyperemic,193,,,,,,,0.76744186,1.571428571,,1.455183424,,,,,,,,,3,4,3.909090911,,,,,,,,,,1,garcia,0
Hyperemic,192,,,,,,,0.743902439,1.564102564,,1.54074209,,,,,,,,,3.545454545,4.82414307,4.766020864,,,,,,,,,,1,garcia,0
Hyperemic,190,,,,,,,0.694444444,1.5625,,1.732774734,,,,,,,,,3.2,4.352,4.608000003,,,,,,,,,,1,garcia,0
Hyperemic,191,,,,,,,0.815217391,1.5625,,1.268618456,,,,,,,,,3,3.88,3.680000001,,,,,,,,,,0,garcia,0
Hyperemic,189,,,,,,,0.464285714,1.56,,2.257984506,,,,,,,,,1.5625,2.524038462,3.365384617,,,,,,,,,,0,garcia,0
Hyperemic,188,,,,,,,0.933333333,1.555555556,,0.71401574,,,,,,,,,2.842105263,3.214285714,3.045112783,,,,,,,,,,0,garcia,0
Hyperemic,102,4.83E-01,2,0.69,6.343399793,10.37623,41.3872587,0.660257884,1.552728815,0.798971715,1.686219023,1349.616545,627.5281644,0.194438056,0.235962933,0.24,0,0.24,LAD,3.085566672,4.727773837,4.673275016,0.906577278,2016.964564,738.104042,0.635424601,6.304345123,4.108480374,0,0,0,1,mine,0
Hyperemic,187,,,,,,,0.977777778,1.543859649,,0.189932294,,,,,,,,,3.166666667,3.238636364,3.238636363,,,,,,,,,,0,garcia,0
Hyperemic,186,,,,,,,0.7625,1.525,,1.475285628,,,,,,,,,2.222222222,2.550091075,2.914389799,,,,,,,,,,1,garcia,0
Hyperemic,185,,,,,,,0.712765957,1.522727273,,1.545110421,,,,,,,,,1.76,2.364179104,2.469253733,,,,,,,,,,0,garcia,0
Hyperemic,103,4.94E-01,2.5,0.69,6.106729218,9.954753,38.85618488,0.621438458,1.520510155,0.926248871,1.777821814,1117.701926,571.0289509,0.157149262,0.195485021,0.24,0,0.24,LAD,2.944949235,4.706987639,4.738923379,0.866457716,1822.759157,688.197819,0.704884908,2.312529556,5.556452433,0.000506248,0,0,1,mine,0
Hyperemic,184,,,,,,,0.936842105,1.508474576,,0.637099237,,,,,,,,,3.105263158,3.384387936,3.314606743,,,,,,,,,,0,garcia,0
Hyperemic,181,,,,,,,0.692307692,1.5,,1.60131146,,,,,,,,,2.1,2.8,3.033333335,,,,,,,,,,1,garcia,0
Hyperemic,182,,,,,,,0.852631579,1.5,,1.081992526,,,,,,,,,2.842105263,3.333333333,3.333333333,,,,,,,,,,0,garcia,0
Hyperemic,183,,,,,,,0.925531915,1.5,,0.718894062,,,,,,,,,2.9,3.266666667,3.133333333,,,,,,,,,,0,garcia,0
Hyperemic,180,,,,,,,0.968085106,1.491803279,,0.307113594,,,,,,,,,3.210526316,3.775014459,3.316367844,,,,,,,,,,0,garcia,0
Hyperemic,179,,,,,,,0.888888889,1.491525424,,0.900340671,,,,,,,,,3.470588235,3.707219251,3.904411764,,,,,,,,,,0,garcia,0
Hyperemic,177,,,,,,,0.891304348,1.490909091,,0.919926631,,,,,,,,,2.2,2.52195122,2.468292682,,,,,,,,,,0,garcia,0
Hyperemic,178,,,,,,,0.964705882,1.490909091,,0.397047885,,,,,,,,,1.896551724,2.289739277,1.965937763,,,,,,,,,,1,garcia,0
Hyperemic,176,,,,,,,0.65,1.477272727,,1.657814701,,,,,,,,,2.2,2.876923077,3.384615385,,,,,,,,,,1,garcia,0
Hyperemic,175,,,,,,,0.858823529,1.46,,1.081893247,,,,,,,,,5.376344086,6.186478126,6.260126678,,,,,,,,,,0,garcia,0
Hyperemic,174,,,,,,,0.680851064,1.454545455,,1.590867911,,,,,,,,,2.933333333,4.4,4.308333332,,,,,,,,,,1,garcia,0
Hyperemic,15,5.91E-01,1.7,0.81,5.668163379,9.272831,40.4123497,0.526045053,1.451330108,1.307616297,1.910520502,,,,,0.24,0,0.24,LAD,2.793863752,4.725689004,5.311073142,,2670.552745,686.98256,0.825994444,,,,,,1,mine,0
Hyperemic,173,,,,,,,0.875,1.448275862,,0.952977268,,,,,,,,,3.222222222,4.066137566,3.682539682,,,,,,,,,,0,garcia,0
Hyperemic,172,,,,,,,0.81981982,1.444444444,,1.103000906,,,,,,,,,2.25,2.521978022,2.744505494,,,,,,,,,,0,garcia,0
Hyperemic,171,,,,,,,0.617886179,1.433962264,,1.624198128,,,,,,,,,2.12,2.594210526,3.431052631,,,,,,,,,,1,garcia,0
Hyperemic,170,,,,,,,0.790123457,1.422222222,,1.324675903,,,,,,,,,1.5,1.828125,1.898437499,,,,,,,,,,0,garcia,0
Hyperemic,12,5.58E-01,2,0.78,5.969609989,8.709118,40.42812982,0.577799121,1.417515596,1.035786157,1.80914073,,,,,0.24,0,0.24,LAD,2.587983409,4.804093749,4.479036599,,2048.599702,661.602462,1.325395874,,,,,,1,mine,0
Hyperemic,14,5.91E-01,1.5,0.81,5.788441356,9.039884,39.47080128,0.54514387,1.414443055,1.180180372,1.876226724,,,,,0.24,0,0.24,LAD,2.703783551,4.740660396,4.959761454,,2592.773447,682.219004,4.386170627,,,,,,1,mine,0
Hyperemic,169,,,,,,,0.72,1.411764706,,1.432669689,,,,,,,,,1.821428571,2.150297619,2.529761904,,,,,,,,,,0,garcia,0
Hyperemic,168,,,,,,,0.25,1.4,,2.847810041,,,,,,,,,1.071428571,1.632653061,4.285714284,,,,,,,,,,0,garcia,0
Hyperemic,166,,,,,,,0.841463415,1.38,,1.116655353,,,,,,,,,3.333333333,3.913043478,3.961352655,,,,,,,,,,0,garcia,0
Hyperemic,167,,,,,,,0.841463415,1.38,,1.116655353,,,,,,,,,3.333333333,3.913043478,3.961352655,,,,,,,,,,0,garcia,0
Hyperemic,165,,,,,,,0.790322581,1.361111111,,1.40199036,,,,,,,,,1.714285714,2.16909621,2.169096209,,,,,,,,,,0,garcia,0
Hyperemic,164,,,,,,,0.742268041,1.358490566,,1.350040279,,,,,,,,,1.827586207,2.512931034,2.462164752,,,,,,,,,,0,garcia,0
Hyperemic,163,,,,,,,0.81,1.35,,1.12310311,,,,,,,,,2.5,2.87037037,3.086419753,,,,,,,,,,0,garcia,0
Hyperemic,162,,,,,,,0.910714286,1.342105263,,0.639024825,,,,,,,,,4.470588235,4.952710496,4.908881198,,,,,,,,,,0,garcia,0
Hyperemic,161,,,,,,,0.851851852,1.333333333,,0.927073811,,,,,,,,,2.225806452,2.491935484,2.612903226,,,,,,,,,,0,garcia,0
Hyperemic,160,,,,,,,0.733333333,1.32,,1.382923243,,,,,,,,,3.125,4.308712121,4.261363638,,,,,,,,,,1,garcia,0
Hyperemic,159,,,,,,,0.79,1.316666667,,1.166568803,,,,,,,,,4.285714286,5.153707052,5.424954792,,,,,,,,,,1,garcia,0
Hyperemic,26,5.88E-01,2.5,0.78,5.521073759,8.554116,37.41491947,0.483869963,1.315848432,1.403577309,1.974745804,1382.06823,498.4516702,0.154369602,0.167622329,0.24,0,0.24,LAD,2.542233069,4.944998975,5.253959255,0.854260056,,555.281961,0.810531592,0.964112148,4.398622813,0.003152871,0,0,1,mine,0
Hyperemic,158,,,,,,,0.882352941,1.315789474,,0.888902298,,,,,,,,,1.461538462,1.734358974,1.656410257,,,,,,,,,,1,garcia,0
Hyperemic,157,,,,,,,0.663551402,1.314814815,,1.492166991,,,,,,,,,1.542857143,2.129577465,2.325150905,,,,,,,,,,0,garcia,0
Hyperemic,156,,,,,,,0.784313725,1.31147541,,1.17241502,,,,,,,,,1.967741935,2.435080645,2.508870969,,,,,,,,,,0,garcia,0
Hyperemic,56,5.99E-01,0.9,0.57,6.556845,10.417828,42.57799437,0.572520443,1.310531256,0.978524569,1.761940814,1727.560353,1035.856331,0.153524985,0.209743864,0.24,0,0.24,LCX,3.067225399,5.511597682,5.357407642,,3448.994889,1866.911607,13.28389105,0.194467876,22.32315889,0.061447091,0,0.015276951,1,mine,1
Hyperemic,155,,,,,,,0.774193548,1.309090909,,1.242145925,,,,,,,,,2.5,3.090277778,3.229166668,,,,,,,,,,1,garcia,0
Hyperemic,154,,,,,,,0.834951456,1.303030303,,0.99201306,,,,,,,,,2.538461538,3.040250447,3.040250448,,,,,,,,,,0,garcia,0
Hyperemic,105,6.18E-01,1.66,0.79,5.636134655,8.970219,36.82002712,0.485432042,1.302850696,1.381048557,1.974679124,1837.381556,546.8623969,0.185328316,0.257081643,0.24,0,0.24,LAD,2.667466887,4.891515003,5.495036698,0.869473135,2565.304714,635.728847,2.146444544,4.240137628,1.166279123,0,0,0,1,mine,0
Hyperemic,153,,,,,,,0.707317073,1.288888889,,1.474438224,,,,,,,,,3.214285714,4.322660099,4.544334976,,,,,,,,,,1,garcia,0
Hyperemic,152,,,,,,,0.791666667,1.288135593,,1.159977982,,,,,,,,,3.470588235,4.064241486,4.383900927,,,,,,,,,,1,garcia,0
Hyperemic,151,,,,,,,0.804347826,1.275862069,,1.129068527,,,,,,,,,2.761904762,3.284427284,3.433719434,,,,,,,,,,0,garcia,0
Hyperemic,16,5.91E-01,2,0.81,5.723283207,7.86791,40.61337659,0.51708239,1.262512114,1.17909514,1.863434031,,,,,0.24,0,0.24,LAD,2.356638906,4.948767185,4.557569456,,2169.667977,581.733328,0.734119248,,,,,,1,mine,0
Hyperemic,150,,,,,,,0.588888889,1.261904762,,1.722355153,,,,,,,,,1.68,2.757735849,2.852830188,,,,,,,,,,0,garcia,0
Hyperemic,148,,,,,,,0.666666667,1.25,,1.515290789,,,,,,,,,2.666666667,3.288888889,3.999999999,,,,,,,,,,1,garcia,0
Hyperemic,149,,,,,,,0.898876404,1.25,,0.742534571,,,,,,,,,2.285714286,2.428571429,2.542857145,,,,,,,,,,0,garcia,0
Hyperemic,106,6.18E-01,2,0.79,5.530506529,8.80037,36.61375251,0.462105454,1.249151062,1.454022102,1.999481046,1760.576691,496.5907204,0.163913401,0.216319257,0.24,0,0.24,LAD,2.605976615,4.969238349,5.639354811,0.85110296,2353.279592,666.986987,1.457703675,4.440677751,1.47325608,0,0.000777737,0.000304943,1,mine,0
Hyperemic,147,,,,,,,0.922222222,1.23880597,,0.593600444,,,,,,,,,3.19047619,3.459552496,3.459552496,,,,,,,,,,0,garcia,0
Hyperemic,146,,,,,,,0.93,1.207792208,,0.472768599,,,,,,,,,2.483870968,3.124869927,2.670828998,,,,,,,,,,0,garcia,0
Hyperemic,145,,,,,,,0.551282051,1.194444444,,1.832115052,,,,,,,,,3,4.88372093,5.441860468,,,,,,,,,,1,garcia,0
Hyperemic,144,,,,,,,0.568807339,1.192307692,,1.64074318,,,,,,,,,1.368421053,1.986417657,2.405772498,,,,,,,,,,0,garcia,0
Hyperemic,107,6.18E-01,2.5,0.79,5.381528793,8.583473,36.16223739,0.431360887,1.180812516,1.556599595,2.0344759,1337.225932,471.207659,0.143136736,0.153865984,0.24,0,0.24,LAD,2.535066936,5.010605656,5.876904963,,2106.672789,685.528138,0.478601588,1.135698453,0.727648397,0.001761722,0.000173552,6.86E-05,1,mine,0
Hyperemic,143,,,,,,,0.85106383,1.15942029,,0.869081864,,,,,,,,,3,3.4875,3.524999999,,,,,,,,,,0,garcia,0
Hyperemic,142,,,,,,,0.43,1.102564103,,1.974397651,,,,,,,,,1.344827586,1.876503609,3.127506014,,,,,,,,,,0,garcia,0
Hyperemic,141,,,,,,,0.928571429,1.098591549,,0.476286562,,,,,,,,,2.679245283,3.366231253,2.885341073,,,,,,,,,,0,garcia,0
Hyperemic,140,,,,,,,0.823529412,1.076923077,,1.047826568,,,,,,,,,2.6,3.296428571,3.157142856,,,,,,,,,,0,garcia,0
Hyperemic,139,,,,,,,0.75257732,1.073529412,,1.115845426,,,,,,,,,3.777777778,5.01978691,5.019786908,,,,,,,,,,1,garcia,0
Hyperemic,138,,,,,,,0.723809524,1.070422535,,1.16053331,,,,,,,,,2.62962963,3.460038986,3.633040935,,,,,,,,,,1,garcia,0
Hyperemic,137,,,,,,,0.875,1.069444444,,0.727379702,,,,,,,,,2.25,2.62987013,2.571428571,,,,,,,,,,0,garcia,0
Hyperemic,136,,,,,,,0.777777778,1.044776119,,1.0495324,,,,,,,,,2.481481481,2.977777778,3.190476189,,,,,,,,,,1,garcia,0
Hyperemic,135,,,,,,,0.670212766,1.032786885,,1.321354033,,,,,,,,,1.605263158,2.038429407,2.395154553,,,,,,,,,,0,garcia,0
Hyperemic,134,,,,,,,0.453333333,1.03030303,,1.976407986,,,,,,,,,1.064516129,1.565464896,2.348197345,,,,,,,,,,0,garcia,0
Hyperemic,132,,,,,,,0.862068966,1,,0.729710729,,,,,,,,,2.027027027,2.675675676,2.35135135,,,,,,,,,,0,garcia,0
Hyperemic,133,,,,,,,0.904109589,1,,0.606662178,,,,,,,,,4.4,5.066666667,4.866666667,,,,,,,,,,0,garcia,0
Hyperemic,131,,,,,,,0.97826087,0.989010989,,-0.216400779,,,,,,,,,3.5,3.616666667,3.577777776,,,,,,,,,,0,garcia,0
Hyperemic,130,,,,,,,0.773809524,0.984848485,,1.040317739,,,,,,,,,2.129032258,2.55483871,2.751364764,,,,,,,,,,1,garcia,0
Hyperemic,129,,,,,,,0.769230769,0.967741935,,1.071141136,,,,,,,,,1.9375,2.260416667,2.518750001,,,,,,,,,,0,garcia,0
Hyperemic,128,,,,,,,0.53,0.963636364,,1.592024488,,,,,,,,,1.018518519,1.191474493,1.921733055,,,,,,,,,,0,garcia,0
Hyperemic,127,,,,,,,0.505882353,0.955555556,,1.717476272,,,,,,,,,1.285714286,1.88372093,2.541528239,,,,,,,,,,0,garcia,0
Hyperemic,126,,,,,,,0.802469136,0.942028986,,0.927073811,,,,,,,,,2.15625,2.687019231,2.68701923,,,,,,,,,,0,garcia,0
Hyperemic,125,,,,,,,0.788990826,0.924731183,,0.825413948,,,,,,,,,2.447368421,2.845777234,3.101897184,,,,,,,,,,1,garcia,0
Hyperemic,124,,,,,,,0.888888889,0.91954023,,0.521613504,,,,,,,,,2.806451613,3.33266129,3.157258064,,,,,,,,,,0,garcia,0
Hyperemic,123,,,,,,,0.703703704,0.890625,,1.168503303,,,,,,,,,3.2,4.715789474,4.547368419,,,,,,,,,,1,garcia,0
Hyperemic,122,,,,,,,0.602564103,0.854545455,,1.411288324,,,,,,,,,1.375,1.960106383,2.281914892,,,,,,,,,,0,garcia,0
Hyperemic,121,,,,,,,0.736842105,0.853658537,,0.970964313,,,,,,,,,3.416666667,4.783333333,4.636904764,,,,,,,,,,1,garcia,0
Hyperemic,120,,,,,,,0.727272727,0.769230769,,0.843706586,,,,,,,,,2.476190476,3.311904762,3.404761906,,,,,,,,,,1,garcia,0
Hyperemic,119,,,,,,,0.512195122,0.763636364,,1.521986622,,,,,,,,,2.5,4.345238095,4.88095238,,,,,,,,,,1,garcia,0
Hyperemic,118,,,,,,,0.95,0.76,,0.002712001,,,,,,,,,3.225806452,3.353140917,3.395585739,,,,,,,,,,0,garcia,0
Hyperemic,117,,,,,,,0.868852459,0.654320988,,0.486771959,,,,,,,,,1.528301887,1.758988964,1.758988964,,,,,,,,,,1,garcia,0
